date,extension_id,pos_id,pos_name,product_id,product_name,generic_name,brand,gender_name,level1_name,level2_name,level3_name,pincode,city,state,country,price
2024-12-30,5607109,63,Amazon,B09G9BL5CP,Apple iPhone 13 (128GB) - Blue,Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,43499
2024-12-30,5703252,2,Flipkart,MOBGTAGPTB3VS24W,"Apple iPhone 15 (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,59999
2024-12-30,3984489,2,Flipkart,MOBH4DQF7JGHH7QZ,"Apple iPhone 16 Plus (Black, 256 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,94900
2024-12-30,5566342,2,Flipkart,MOBGTAGPYYWZRUJX,"Apple iPhone 15 (Green, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,508245,Nalgonda District,Telangana,,59999
2024-12-30,5607109,63,Amazon,B09G9HD6PD,Apple iPhone 13 (128GB) - Midnight,Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,43499
2024-12-29,5448568,63,Amazon,B09V4B6K53,Apple iPhone 13 (128GB) - Green,Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,43499
2024-12-29,5089083,2,Flipkart,MOBH4DQFG8NKFRDY,"Apple iPhone 16 (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,74900
2024-12-29,4846418,2,Flipkart,MOBGTAGPXUWEXXWY,"Apple iPhone 15 Plus (Pink, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,636006,Salem,Tamil Nadu,,66999
2024-12-29,5538301,2,Flipkart,MOBGTAGPYYWZRUJX,"Apple iPhone 15 (Green, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,59999
2024-12-29,5448568,63,Amazon,B09G9HD6PD,Apple iPhone 13 (128GB) - Midnight,Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,43499
2024-12-29,5448568,63,Amazon,B09G9BL5CP,Apple iPhone 13 (128GB) - Blue,Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,43499
2024-12-28,5426993,2,Flipkart,MOBH4DQF849HCG6G,"Apple iPhone 16 (White, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,74900
2024-12-28,5588605,2,Flipkart,MOBGTAGPYYWZRUJX,"Apple iPhone 15 (Green, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,59999
2024-12-27,5663184,2,Flipkart,MOBGTAGPNRQA7CS3,"Apple iPhone 15 Plus (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,110018,NEW DELHI,Delhi,,66999
2024-12-27,5681069,63,Amazon,B09V4B6K53,Apple iPhone 13 (128GB) - Green,Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,43499
2024-12-27,5694103,2,Flipkart,MOBGTAGPTB3VS24W,"Apple iPhone 15 (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,600119,Chennai,Tamil Nadu,,59999
2024-12-26,5683715,63,Amazon,B0CHX6X2WW,Apple iPhone 15 Plus (128 GB) - Blue,Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,74900
2024-12-26,5362312,2,Flipkart,MOBGTAGPYYWZRUJX,"Apple iPhone 15 (Green, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,400086,Mumbai,Maharashtra,,59999
2024-12-26,4176393,2,Flipkart,MOBGTAGPJVGHTAYC,"Apple iPhone 15 Plus (Green, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,66999
2024-12-26,5596267,63,Amazon,B0BDJ213TX,Apple iPhone 14 (128 GB) - Purple,Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,54900
2024-12-26,5602525,2,Flipkart,MOBGTAGPTB3VS24W,"Apple iPhone 15 (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,848202,Begusarai District,Bihar,,59999
2024-12-25,5574811,2,Flipkart,MOBGTAGPFDXBQ9BH,"Apple iPhone 15 (Pink, 256 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,62147
2024-12-25,5627257,2,Flipkart,MOBGTAGPNRQA7CS3,"Apple iPhone 15 Plus (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,66999
2024-12-25,4354539,63,Amazon,B09V4B6K53,Apple iPhone 13 (128GB) - Green,Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,43499
2024-12-25,5598144,2,Flipkart,MOBGTAGPYYWZRUJX,"Apple iPhone 15 (Green, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,751001,Bhubaneswar,Odisha,,59999
2024-12-25,5598144,2,Flipkart,MOBGTAGPYYWZRUJX,"Apple iPhone 15 (Green, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,751001,Bhubaneswar,Odisha,,59999
2024-12-24,5604393,2,Flipkart,MOBGTAGPXUWEXXWY,"Apple iPhone 15 Plus (Pink, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,342003,Jodhpur,Rajasthan,,66999
2024-12-24,5096284,2,Flipkart,MOBGTAGPTB3VS24W,"Apple iPhone 15 (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,59999
2024-12-24,5620600,2,Flipkart,MOBGTAGPYYWZRUJX,"Apple iPhone 15 (Green, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,209304,KANPUR,Uttar Pradesh,,59999
2024-12-24,5605996,2,Flipkart,MOBGTAGPNRQA7CS3,"Apple iPhone 15 Plus (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,799201,Khowai,Tripura,,66999
2024-12-24,5594398,2,Flipkart,MOBGTAGPXUWEXXWY,"Apple iPhone 15 Plus (Pink, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,560091,Bangalore,Karnataka,,66999
2024-12-24,5636326,2,Flipkart,MOBGTAGPYYWZRUJX,"Apple iPhone 15 (Green, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,302039,Jaipur,Rajasthan,,59999
2024-12-24,5477242,2,Flipkart,MOBGTAGPTB3VS24W,"Apple iPhone 15 (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,600053,Chennai,Tamil Nadu,,59999
2024-12-24,5588403,2,Flipkart,MOBGTAGPYYWZRUJX,"Apple iPhone 15 (Green, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,126102,JIND,Haryana,,59999
2024-12-24,5121345,2,Flipkart,MOBGTAGPTB3VS24W,"Apple iPhone 15 (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,59999
2024-12-24,5583645,2,Flipkart,MOBGTAGPNRQA7CS3,"Apple iPhone 15 Plus (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,533106,EAST GODAVARI,Andhra Pradesh,,66999
2024-12-24,5121345,2,Flipkart,MOBGTAGPTB3VS24W,"Apple iPhone 15 (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,59999
2024-12-24,5588198,2,Flipkart,MOBGTAGPYYWZRUJX,"Apple iPhone 15 (Green, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,207001,Etah,Uttar Pradesh,,59999
2024-12-23,5618055,2,Flipkart,MOBGTAGPNRQA7CS3,"Apple iPhone 15 Plus (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,614616,Aranthangi,Tamil Nadu,,66999
2024-12-23,3951211,2,Flipkart,MOBGTAGPTB3VS24W,"Apple iPhone 15 (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,600097,CHENNAI,Tamil Nadu,,59999
2024-12-23,5694437,2,Flipkart,MOBGTAGPTB3VS24W,"Apple iPhone 15 (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,641407,Arasur,Tamil Nadu,,59999
2024-12-23,5688237,2,Flipkart,MOBGTAGPJVGHTAYC,"Apple iPhone 15 Plus (Green, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,500011,Secunderabad,Telangana,,66999
2024-12-22,4719832,2,Flipkart,MOBGTAGPYYWZRUJX,"Apple iPhone 15 (Green, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,59999
2024-12-22,5304059,2,Flipkart,MOBGTAGPTB3VS24W,"Apple iPhone 15 (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,59999
2024-12-22,5601157,2,Flipkart,MOBGTAGPTB3VS24W,"Apple iPhone 15 (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,192301,Pulwama,Jammu & Kashmir,,59999
2024-12-22,5676736,2,Flipkart,MOBGTAGPNRQA7CS3,"Apple iPhone 15 Plus (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,520001,Vijayawada,Andhra Pradesh,,66999
2024-12-21,5569070,2,Flipkart,MOBGTAGPJVGHTAYC,"Apple iPhone 15 Plus (Green, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,66999
2024-12-21,3984489,2,Flipkart,MOBH4DQF7JGHH7QZ,"Apple iPhone 16 Plus (Black, 256 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,94900
2024-12-21,5679602,2,Flipkart,MOBGTAGPJVGHTAYC,"Apple iPhone 15 Plus (Green, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,560100,Bengaluru,Karnataka,,66999
2024-12-21,5096284,2,Flipkart,MOBGTAGPTB3VS24W,"Apple iPhone 15 (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,59999
2024-12-21,5594612,2,Flipkart,MOBGTAGPNRQA7CS3,"Apple iPhone 15 Plus (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,181101,Jammu,Jammu & Kashmir,,66999
2024-12-21,4618368,2,Flipkart,MOBGTAGPNRQA7CS3,"Apple iPhone 15 Plus (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,201005,Ghaziabad,Uttar Pradesh,,66999
2024-12-20,5402357,2,Flipkart,MOBGTAGPXUWEXXWY,"Apple iPhone 15 Plus (Pink, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,700091,Bidhan Nagar,West Bengal,,66999
2024-12-20,5703955,2,Flipkart,MOBGTAGPXUWEXXWY,"Apple iPhone 15 Plus (Pink, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,600117,Chennai,Tamil Nadu,,66999
2024-12-20,5633883,2,Flipkart,MOBGTAGPNRQA7CS3,"Apple iPhone 15 Plus (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,127021,Rohtak Division,Haryana,,66999
2024-12-19,5680505,2,Flipkart,MOBGTAGPNRQA7CS3,"Apple iPhone 15 Plus (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,560066,BANGALORE,Karnataka,,66999
2024-12-19,5569070,2,Flipkart,MOBGTAGPJVGHTAYC,"Apple iPhone 15 Plus (Green, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,66999
2024-12-19,5542929,2,Flipkart,MOBGTAGPJVGHTAYC,"Apple iPhone 15 Plus (Green, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,66999
2024-12-19,5542929,2,Flipkart,MOBGTAGPJVGHTAYC,"Apple iPhone 15 Plus (Green, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,66999
2024-12-18,5637701,2,Flipkart,MOBGTAGPTB3VS24W,"Apple iPhone 15 (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,248006,Dehradun,Uttarakhand,,59999
2024-12-18,5673875,2,Flipkart,MOBGTAGPXUWEXXWY,"Apple iPhone 15 Plus (Pink, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,208001,KANPUR,Uttar Pradesh,,66999
2024-12-18,5427496,2,Flipkart,MOBGTAGPTB3VS24W,"Apple iPhone 15 (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,700130,Madhyamgram,West Bengal,,59999
2024-12-18,5675899,2,Flipkart,MOBGTAGPNRQA7CS3,"Apple iPhone 15 Plus (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,600055,Morai,Tamil Nadu,,66999
2024-12-17,5602316,63,Amazon,B0CHX7NG26,Apple iPhone 15 (128 GB) - Yellow,Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,59999
2024-12-16,5210270,2,Flipkart,MOBGTAGPTB3VS24W,"Apple iPhone 15 (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,59999
2024-12-16,5389886,2,Flipkart,MOBGTAGPTB3VS24W,"Apple iPhone 15 (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,59999
2024-12-16,5389886,2,Flipkart,MOBGTAGPTB3VS24W,"Apple iPhone 15 (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,59999
2024-12-15,4224537,2,Flipkart,MOBGTAGPNRQA7CS3,"Apple iPhone 15 Plus (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,411033,Pimpri Chinchwad,Maharashtra,,66999
2024-12-15,5696010,2,Flipkart,MOBGTAGPYYWZRUJX,"Apple iPhone 15 (Green, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,59999
2024-12-15,4447425,2,Flipkart,MOBGTAGPXUWEXXWY,"Apple iPhone 15 Plus (Pink, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,66999
2024-12-14,5645083,2,Flipkart,MOBGTAGPNRQA7CS3,"Apple iPhone 15 Plus (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,500061,Secunderabad,Telangana,,66999
2024-12-14,5604700,2,Flipkart,MOBGTAGPTB3VS24W,"Apple iPhone 15 (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,306401,Pali,Rajasthan,,59999
2024-12-13,5389886,2,Flipkart,MOBGTAGPTB3VS24W,"Apple iPhone 15 (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,59999
2024-12-13,5422169,2,Flipkart,MOBGTAGPJVGHTAYC,"Apple iPhone 15 Plus (Green, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,825167,Isri,Jharkhand,,66999
2024-12-12,5603362,2,Flipkart,MOBGTAGPTB3VS24W,"Apple iPhone 15 (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,389001,Godhra,Gujarat,,59999
2024-12-12,4586632,63,Amazon,B0CHWZCY43,Apple iPhone 15 Plus (128 GB) - Green,Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,71900
2024-12-11,5681009,63,Amazon,B09G9HD6PD,Apple iPhone 13 (128GB) - Midnight,Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,43499
2024-12-11,5602329,2,Flipkart,MOBGTAGPTB3VS24W,"Apple iPhone 15 (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,342001,Jodhpur,Rajasthan,,59999
2024-12-10,5633589,2,Flipkart,MOBH4DQFMGE7UC8Q,"Apple iPhone 16 (Ultramarine, 256 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,723101,Puruliya,West Bengal,,84900
2024-12-10,5598744,63,Amazon,B09G9BL5CP,Apple iPhone 13 (128GB) - Blue,Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,43499
2024-12-10,5633589,2,Flipkart,MOBH4DQFMGE7UC8Q,"Apple iPhone 16 (Ultramarine, 256 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,723101,Puruliya,West Bengal,,84900
2024-12-10,5633589,2,Flipkart,MOBH4DQFMGE7UC8Q,"Apple iPhone 16 (Ultramarine, 256 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,723101,Puruliya,West Bengal,,84900
2024-12-10,5581670,2,Flipkart,MOBGTAGPNMZA5PU5,"Apple iPhone 15 (Pink, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,59999
2024-12-09,5633589,2,Flipkart,MOBH4DQFMGE7UC8Q,"Apple iPhone 16 (Ultramarine, 256 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,723101,Puruliya,West Bengal,,84900
2024-12-09,5705403,2,Flipkart,MOBGTAGPTB3VS24W,"Apple iPhone 15 (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,224001,Faizabad,Uttar Pradesh,,59999
2024-12-08,5602329,2,Flipkart,MOBGTAGPNMZA5PU5,"Apple iPhone 15 (Pink, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,59999
2024-12-08,5675654,2,Flipkart,MOBGTAGPAQNVFZZY,"Apple iPhone 15 (Blue, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,431005,Aurangabad,Maharashtra,,59999
2024-12-08,5682546,63,Amazon,B09G9HD6PD,Apple iPhone 13 (128GB) - Midnight,Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,43499
2024-12-08,5570440,63,Amazon,B0BDJ213TX,Apple iPhone 14 (128 GB) - Purple,Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,54900
2024-12-07,5633589,2,Flipkart,MOBH4DQFCU7ZY9HG,"Apple iPhone 16 (White, 256 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,723101,Puruliya,West Bengal,,84900
2024-12-07,5633589,2,Flipkart,MOBGTAGPE4F2HAW7,"Apple iPhone 15 Plus (Blue, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,723101,Puruliya,West Bengal,,66999
2024-12-07,5633589,2,Flipkart,MOBGTAGPTB3VS24W,"Apple iPhone 15 (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,723101,Puruliya,West Bengal,,59999
2024-12-07,4770768,2,Flipkart,MOBGTAGPNMZA5PU5,"Apple iPhone 15 (Pink, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,59999
2024-12-06,5096284,2,Flipkart,MOBGTAGPNMZA5PU5,"Apple iPhone 15 (Pink, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,59999
2024-12-06,5096284,2,Flipkart,MOBGTAGPTB3VS24W,"Apple iPhone 15 (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,59999
2024-12-06,5096284,2,Flipkart,MOBGTAGPNMZA5PU5,"Apple iPhone 15 (Pink, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,59999
2024-12-05,5403372,2,Flipkart,MOBGTAGPE4F2HAW7,"Apple iPhone 15 Plus (Blue, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,66999
2024-12-05,5631317,2,Flipkart,MOBGTAGPNRQA7CS3,"Apple iPhone 15 Plus (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,143516,QADIAN,Punjab,,66999
2024-12-04,4661667,2,Flipkart,MOBGTAGPE4F2HAW7,"Apple iPhone 15 Plus (Blue, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,799002,Agartala,Tripura,,66999
2024-12-04,5574861,63,Amazon,B09G9BL5CP,Apple iPhone 13 (128GB) - Blue,Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,43499
2024-12-04,5589713,63,Amazon,B0CHX2F5QT,Apple iPhone 15 (128 GB) - Blue,Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,60499
2024-12-04,5592936,2,Flipkart,MOBGTAGPTB3VS24W,"Apple iPhone 15 (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,535002,Vizianagaram,Andhra Pradesh,,59999
2024-12-04,5637363,2,Flipkart,MOBGTAGPE4F2HAW7,"Apple iPhone 15 Plus (Blue, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,110059,New Delhi,Delhi,,66999
2024-12-03,5673071,2,Flipkart,MOBGTAGPAQNVFZZY,"Apple iPhone 15 (Blue, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,203001,Bulandshahr,Uttar Pradesh,,59999
2024-12-03,5570440,63,Amazon,B0BDK8LKPJ,Apple iPhone 14 (128 GB) - Starlight,Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,54900
2024-12-03,5665234,63,Amazon,B0CHWWW471,Apple iPhone 15 Pro Max (256 GB) - White Titanium,Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,154900
2024-12-03,5673071,2,Flipkart,MOBGTAGPAQNVFZZY,"Apple iPhone 15 (Blue, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,203001,Bulandshahr,Uttar Pradesh,,59999
2024-12-03,5692286,2,Flipkart,MOBGTAGPTB3VS24W,"Apple iPhone 15 (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,534275,Narasapur,Andhra Pradesh,,59999
2024-12-02,5689885,2,Flipkart,MOBGTAGPTB3VS24W,"Apple iPhone 15 (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,311001,Bhilwara,Rajasthan,,59999
2024-12-02,5715918,63,Amazon,B0CHWYXK1R,Apple iPhone 15 Plus (128 GB) - Pink,Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,72900
2024-12-02,5527399,2,Flipkart,MOBGTAGPE4F2HAW7,"Apple iPhone 15 Plus (Blue, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,66999
2024-12-02,5266725,2,Flipkart,MOBGTAGPTB3VS24W,"Apple iPhone 15 (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,59999
2024-12-02,5590535,63,Amazon,B0CHX2WQLX,Apple iPhone 15 (256 GB) - Black,Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,69999
2024-12-02,5131633,2,Flipkart,MOBGTAGPE4F2HAW7,"Apple iPhone 15 Plus (Blue, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,66999
2024-12-01,5599215,2,Flipkart,MOBH4DQFSAXNVHME,"Apple iPhone 16 Plus (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,110053,New Delhi,Delhi,,84900
2024-11-30,5704877,2,Flipkart,MOBGTAGPTB3VS24W,"Apple iPhone 15 (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,626106,Virudhunagar,Tamil Nadu,,59999
2024-11-30,5704877,2,Flipkart,MOBGTAGPTB3VS24W,"Apple iPhone 15 (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,625017,Madurai,Tamil Nadu,,59999
2024-11-30,3894557,2,Flipkart,MOBGTAGPTB3VS24W,"Apple iPhone 15 (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,190010,Srinagar,Jammu & Kashmir,,59999
2024-11-30,5659333,2,Flipkart,MOBGTAGPNRQA7CS3,"Apple iPhone 15 Plus (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,411060,Pune,Maharashtra,,66999
2024-11-30,5625963,2,Flipkart,MOBGTAGPE4F2HAW7,"Apple iPhone 15 Plus (Blue, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,66999
2024-11-30,5716054,2,Flipkart,MOBGTAGPTB3VS24W,"Apple iPhone 15 (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,59999
2024-11-30,5511258,63,Amazon,B0BDHX8Z63,Apple iPhone 14 (128 GB) - Midnight,Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,54900
2024-11-29,5699646,63,Amazon,B0DGJ8YZDF,Apple iPhone 16 (128 GB) - Pink,Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,72900
2024-11-29,3909602,63,Amazon,B0CHX2F5QT,Apple iPhone 15 (128 GB) - Blue,Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,60499
2024-11-28,5660788,2,Flipkart,MOBGTAGPNRQA7CS3,"Apple iPhone 15 Plus (Black, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,700102,Kolkata,West Bengal,,66999
2024-11-28,5698498,63,Amazon,B0CHX6NQMD,Apple iPhone 15 (128 GB) - Green,Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,59999
2024-11-28,5677229,2,Flipkart,MOBGTAGPXUWEXXWY,"Apple iPhone 15 Plus (Pink, 128 GB)",Smartphone,Apple,Unisex,Mobiles & Accessories,Mobiles,Mobiles,,,,,66999
